lat,lon,age_mid,min_age,max_age,group,genesis_class,Minerals,Mn Ion,mindat ID,Locality containing Mineral
-36.822222222222,175.60666666666998,34.3,2.6,66.0,A,Marine hydrogenetic/early diagenetic oxide,Todorokite,Mn^4+,5566,"Kamsdorf, Saalfeld-Rudolstadt, Thuringia, Germany"
-36.822222222222,175.60666666666998,34.3,2.6,66.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,270802,"Fromm Shaft, Kamsdorf, Saalfeld-Rudolstadt, Thuringia, Germany"
50.5,11.506944444444002,300.0,299.0,301.0,Other,Other/uncertain,Ramsdellite,Mn^4+,21795,"Henneberg Quarry, Weitisberga, Wurzbach, Thuringia, Germany"
50.5,11.506944444444002,300.0,299.0,301.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,21795,"Henneberg Quarry, Weitisberga, Wurzbach, Thuringia, Germany"
37.736111111111,24.032222222222003,8.5,7.0,10.0,C,Metamorphic Mn silicate,Piemontite,Mn^3+,1942,"Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.726944444444,24.018888888888995,11.9,3.6,20.2,Other,Other/uncertain,Ramdohrite,Mn^2+,14186,"Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.728333333333,24.024166666666986,11.9,3.6,20.2,A,Marine hydrogenetic/early diagenetic oxide,Vernadite,Mn^4+,220055,"Kamariza Dump, Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.725833333333,24.013888888889,11.9,3.6,20.2,Other,Other/uncertain,Ramsdellite,Mn^4+,1932,"Kamariza Mines (Kamareza Mines), Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.728333333333,24.024166666666986,11.9,3.6,20.2,A,Marine hydrogenetic/early diagenetic oxide,Vernadite,Mn^4+,1932,"Kamariza Mines (Kamareza Mines), Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.733333333333,24.018611111111,11.9,3.6,20.2,A,Marine hydrogenetic/early diagenetic oxide,Todorokite,Mn^4+,1933,"Christiana Mine, Kamariza Mines (Kamareza Mines), Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.725277777778,24.032222222222003,11.9,3.6,20.2,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,1936,"Hilarion Mine (Hilarion Adit; Hilarion Mine No. 50), Hilarion Area, Kamariza Mines (Kamareza Mines), Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.716666666667,24.013611111111004,11.9,3.6,20.2,Other,Other/uncertain,Sailaufite,Mn^3+,1936,"Hilarion Mine (Hilarion Adit; Hilarion Mine No. 50), Hilarion Area, Kamariza Mines (Kamareza Mines), Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.716666666667,24.013611111111004,11.9,3.6,20.2,Other,Other/uncertain,Woodruffite,Mn^4+,1936,"Hilarion Mine (Hilarion Adit; Hilarion Mine No. 50), Hilarion Area, Kamariza Mines (Kamareza Mines), Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.725833333333,24.013888888889,11.9,3.6,20.2,Other,Other/uncertain,Ramsdellite,Mn^4+,250280,"Daskalio Mines, Daskalio Area, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.725277777778,24.032222222222003,11.9,3.6,20.2,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,10472,"Esperanza Mine, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.725277777778,24.032222222222003,11.9,3.6,20.2,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,8009,"Km-3 Mine, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.718888888889,24.03333333333299,11.9,3.6,20.2,Other,Other/uncertain,Wallkilldellite,Mn^2+,8009,"Km-3 Mine, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.76,24.02944444444401,11.9,3.6,20.2,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,8008,"Adami No. 2 Mine & Others, Plaka Mines, Plaka, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.755,24.031666666667007,11.9,3.6,20.2,Other,Other/uncertain,Senaite,Mn^2+,1935,"Plaka Mine No. 80 (Filoni 80), Plaka Mines, Plaka, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.733333333333,24.018611111111,11.9,3.6,20.2,A,Marine hydrogenetic/early diagenetic oxide,Todorokite,Mn^4+,220616,"Barbara Mine, Agia Varvara Mines (St Barbara Mines), Sounion Area, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece"
37.928888888889,-114.47194444444,24.5,24.0,25.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,28239,"Cassandra Mine (Kassandra), Cassandra Mines, Aristotelis, Chalkidiki, Central Macedonia, Greece"
40.600555555556,23.748333333332994,24.5,24.0,25.0,C,Metamorphic Mn silicate,Pyroxmangite,Mn^2+,6963,"Olympiada Mine (Olympias Mine), Cassandra Mines, Aristotelis, Chalkidiki, Central Macedonia, Greece"
37.928888888889,-114.47194444444,24.5,24.0,25.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,6963,"Olympiada Mine (Olympias Mine), Cassandra Mines, Aristotelis, Chalkidiki, Central Macedonia, Greece"
40.600555555556,23.748333333332994,24.5,24.0,25.0,C,Metamorphic Mn silicate,Rhodonite,Mn^2+,6963,"Olympiada Mine (Olympias Mine), Cassandra Mines, Aristotelis, Chalkidiki, Central Macedonia, Greece"
40.520833333333,23.790277777777987,24.5,24.0,25.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,14339,"Madem-Lakko Mine (Madem-Lakkos Mine; Madem Laccos Mine), Stratoni Operations, Cassandra Mines, Aristotelis, Chalkidiki, Central Macedonia, Greece"
37.928888888889,-114.47194444444,24.5,24.0,25.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,14339,"Madem-Lakko Mine (Madem-Lakkos Mine; Madem Laccos Mine), Stratoni Operations, Cassandra Mines, Aristotelis, Chalkidiki, Central Macedonia, Greece"
37.928888888889,-114.47194444444,24.5,24.0,25.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,41445,"Mavres Petres Mine, Stratoni Operations, Cassandra Mines, Aristotelis, Chalkidiki, Central Macedonia, Greece"
40.520833333333,23.790277777777987,24.5,24.0,25.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,179972,"Piavitza Mine, Stratoni Operations, Cassandra Mines, Aristotelis, Chalkidiki, Central Macedonia, Greece"
37.928888888889,-114.47194444444,24.5,24.0,25.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,179972,"Piavitza Mine, Stratoni Operations, Cassandra Mines, Aristotelis, Chalkidiki, Central Macedonia, Greece"
9.4816666666667,-13.777777777777999,104.3,102.6,106.0,Other,Other/uncertain,Normandite,Mn^2+,13674,"Los Archipelago (Los Islands), Guinea"
9.4816666666667,-13.777777777777999,104.3,102.6,106.0,Other,Hydrothermal/metasomatic,Pyrophanite,Mn^2+,13674,"Los Archipelago (Los Islands), Guinea"
9.4816666666667,-13.777777777777999,104.3,102.6,106.0,Other,Other/uncertain,Serandite,Mn^2+,13674,"Los Archipelago (Los Islands), Guinea"
14.833055555556,-88.083055555556,17.0,17.0,17.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,68448,"El Mochito Mine, Santa Bárbara Department, Honduras"
46.159722222222,18.319999999999993,230.2,201.3,259.1,Other,Other/uncertain,Serandite,Mn^2+,65867,"Köves Hill, Hosszúhetény, Mecsek Mts, Baranya, Hungary"
28.881111111111,-98.0975,34.05,2.6,65.5,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,66561,"Andrássy II. Mine, Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén, Hungary"
28.881111111111,-98.0975,34.05,2.6,65.5,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,66563,"Vilmos Mine, Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén, Hungary"
36.624444444444,-117.12138888889,44.95,33.9,56.0,A,Marine hydrogenetic/early diagenetic oxide,Todorokite,Mn^4+,132347,"Gerecse Mts, Komárom-Esztergom, Hungary"
47.933055555556,18.833055555556,14.0,14.0,14.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,65843,"Huszár Hill, Bernecebaráti, Börzsöny Mts, Pest, Hungary"
47.933333333333,18.833333333333,14.0,14.0,14.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,106221,"Bezina I. Adit, Márianosztra, Börzsöny Mts, Pest, Hungary"
47.933055555556,18.833055555556,14.0,14.0,14.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,67308,"Briezkai Quarry, Márianosztra, Börzsöny Mts, Pest, Hungary"
47.933055555556,18.833055555556,14.0,14.0,14.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,67307,"Medres Brook Valley, Márianosztra, Börzsöny Mts, Pest, Hungary"
47.933055555556,18.833055555556,14.0,14.0,14.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,1979,"Nagybörzsöny (Deutsch Pilsen; Deutschpilsen), Börzsöny Mts, Pest, Hungary"
47.933333333333,18.833333333333,14.0,14.0,14.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,27134,"Alsó-Rózsa Adit, Nagybörzsöny (Deutsch Pilsen; Deutschpilsen), Börzsöny Mts, Pest, Hungary"
47.933333333333,18.833333333333,14.0,14.0,14.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,67541,"Pintér-hegyes-(Kuruc Brook), Perőcsény, Börzsöny Mts, Pest, Hungary"
47.933055555556,18.833055555556,14.0,14.0,14.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,65848,"Csák Hill, Szob, Börzsöny Mts, Pest, Hungary"
21.683333333333,79.73333333333301,925.0,850.0,1000.0,Other,Other/uncertain,Nambulite,Mn^2+,25310,"Tirodi Mine, Tirodi, Balaghat District, Madhya Pradesh, India"
21.683333333333,79.73333333333301,925.0,850.0,1000.0,C,Metamorphic Mn silicate,Rhodonite,Mn^2+,25310,"Tirodi Mine, Tirodi, Balaghat District, Madhya Pradesh, India"
35.639166666667,-83.447222222222,925.0,850.0,1000.0,C,Metamorphic Mn silicate,Spessartine,Mn^2+,25310,"Tirodi Mine, Tirodi, Balaghat District, Madhya Pradesh, India"
22.949722222222,74.51666666666699,1750.0,1700.0,1800.0,C,Metamorphic Mn silicate,Spessartine,Mn^2+,10221,"Kajlidongri Mine, Jhabua District, Madhya Pradesh, India"
22.058055555556,83.921388888889,1665.0,1665.0,1665.0,C,Metamorphic Mn silicate,Spessartine,Mn^2+,21590,"Sargipalli Mines, Sundargarh District (Sundergarh District), Odisha, India"
38.425277777778,-112.11972222222,19.5,16.0,23.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,43581,"Kelian Deposit, East Kalimantan Province, Kalimantan (Borneo), Indonesia"
43.15,140.63333333333003,19.5,16.0,23.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,43581,"Kelian Deposit, East Kalimantan Province, Kalimantan (Borneo), Indonesia"
52.784722222222,-6.536944444444401,396.0,389.0,403.0,Other,Magmatic/pegmatitic or phosphate-stage,Tantalite-(Mn),Mn^2+,250060,"Stranakelly, Shillelagh, Co. Wicklow, Ireland"
31.189166666667,35.280277777778,14.5,13.0,16.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,2063,"Hatrurim Formation, Negev, Israel"
40.821388888889,14.414444444444001,0.2,0.0,0.4,Other,Other/uncertain,Scacchite,Mn^2+,2091,"Somma-Vesuvius Complex, Naples, Campania, Italy"
44.456111111111,10.747500000000002,0.0,0.0,0.0,A,Marine hydrogenetic/early diagenetic oxide,Todorokite,Mn^4+,52806,"Modena Province, Emilia-Romagna, Italy"
38.105,-120.7275,100.0,100.0,100.0,Other,Hydrothermal/metasomatic,Neotocite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Nsutite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Palenzonaite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Parsettensite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,C,Metamorphic Mn silicate,Piemontite,Mn^3+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Piemontite-(Sr),Mn^3+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.225833333333,-120.66305555556,100.0,100.0,100.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.054166666667,-120.65805555556,100.0,100.0,100.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.066111111111,-120.51361111111,100.0,100.0,100.0,C,Metamorphic Mn silicate,Rhodonite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Saneroite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Sarkinite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Sursassite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Tinzenite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Tiragalloite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Wallkilldellite,Mn^2+,7019,"Cassagna Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.105,-120.7275,100.0,100.0,100.0,Other,Hydrothermal/metasomatic,Neotocite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Palenzonaite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Parsettensite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Other/uncertain,Paseroite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Other/uncertain,Pennantite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Piemontite-(Sr),Mn^3+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Other/uncertain,Pyrobelonite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.225833333333,-120.66305555556,100.0,100.0,100.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Hydrothermal/metasomatic,Pyrophanite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,C,Metamorphic Mn silicate,Pyroxmangite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.054166666667,-120.65805555556,100.0,100.0,100.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.066111111111,-120.51361111111,100.0,100.0,100.0,C,Metamorphic Mn silicate,Rhodonite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Saneroite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Other/uncertain,Santafeite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Other/uncertain,Senaite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Sursassite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Other/uncertain,Szmikite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Other/uncertain,Tamaite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Tinzenite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Tiragalloite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Other/uncertain,Vanadiocarpholite,Mn^2+,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.225833333333,-120.66305555556,100.0,100.0,100.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,7024,"Monte Bossea Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Tinzenite,Mn^2+,7024,"Monte Bossea Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.359444444444,9.449999999999989,100.0,100.0,100.0,Other,Other/uncertain,Nabiasite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.105,-120.7275,100.0,100.0,100.0,Other,Hydrothermal/metasomatic,Neotocite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Nsutite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Palenzonaite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Parsettensite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Other/uncertain,Pennantite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,C,Metamorphic Mn silicate,Piemontite,Mn^3+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Piemontite-(Sr),Mn^3+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Other/uncertain,Pyrobelonite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.225833333333,-120.66305555556,100.0,100.0,100.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Hydrothermal/metasomatic,Pyrophanite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,C,Metamorphic Mn silicate,Pyroxmangite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.359444444444,9.449999999999989,100.0,100.0,100.0,Other,Other/uncertain,Reppiaite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.054166666667,-120.65805555556,100.0,100.0,100.0,B,Burial diagenetic carbonate,Rhodochrosite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.066111111111,-120.51361111111,100.0,100.0,100.0,C,Metamorphic Mn silicate,Rhodonite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Saneroite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Sarkinite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.359444444444,9.449999999999989,100.0,100.0,100.0,Other,Other/uncertain,Scheuchzerite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Sursassite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.359444444444,9.449999999999989,100.0,100.0,100.0,Other,Other/uncertain,Sussexite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.054166666667,-120.65805555556,100.0,100.0,100.0,C,Metamorphic Mn silicate,Tephroite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Tinzenite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Tiragalloite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.359444444444,9.449999999999989,100.0,100.0,100.0,Other,Other/uncertain,Tokyoite,Mn^3+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.345277777778,9.458888888888907,100.0,100.0,100.0,Other,Other/uncertain,Vanadiocarpholite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.335833333333,9.47527777777779,100.0,100.0,100.0,Other,Other/uncertain,Wallkilldellite,Mn^2+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.359444444444,9.449999999999989,100.0,100.0,100.0,Other,Other/uncertain,Xocolatlite,Mn^4+,7020,"Valgraveglia Mine (Gambatesa Mine), Monte Copello, Reppia, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
38.225833333333,-120.66305555556,100.0,100.0,100.0,Other,Supergene/oxidation product,Pyrolusite,Mn^4+,7028,"Scrava Mine (Statale Mine), Statale, Ne, Graveglia Valley, Genova Province, Liguria, Italy"
44.199166666667,9.700277777777785,112.0,23.0,201.0,Other,Other/uncertain,Namansilite,Mn^3+,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy"
44.199166666667,9.700277777777785,112.0,23.0,201.0,Other,Other/uncertain,Nambulite,Mn^2+,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy"
40.073055555556,141.80805555556003,112.0,23.0,201.0,Other,Hydrothermal/metasomatic,Neotocite,Mn^2+,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy"
44.199166666667,9.700277777777785,112.0,23.0,201.0,Other,Other/uncertain,Noelbensonite,Mn^3+,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy"
44.199166666667,9.700277777777785,112.0,23.0,201.0,Other,Other/uncertain,Norrishite,Mn^3+,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy"
44.199166666667,9.700277777777785,112.0,23.0,201.0,Other,Other/uncertain,Orientite,Mn^3+,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy"
46.547222222222,9.654166666666697,112.0,23.0,201.0,C,Metamorphic Mn silicate,Piemontite,Mn^3+,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy"
44.199166666667,9.700277777777785,112.0,23.0,201.0,Other,Other/uncertain,Piemontite-(Sr),Mn^3+,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy"
44.199166666667,9.700277777777785,112.0,23.0,201.0,Other,Other/uncertain,Pyrobelonite,Mn^2+,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy"
