deposit,deposit_age_Ma,ResultNo,RefNo,RockName,Authors,Year,Continent,site_lat,site_lon,pole_lat,pole_lon,A95,lo_age,hi_age,mid_age,Q,site_distance_deg
Vittinki,1950.0,1316,1731,Nilsia-Varpaisjarvi Dykes,"Neuvonen, K.J., Korsman, K., Kouvo, O., Paavola, J.",1981,Europe,63.3,28.0,47.3,223.6,3.8,1830.0,1860.0,1845.0,4.0,2.408441818693469
Vittinki,1950.0,1313,1731,Kiuruvesi Intrusions,"Neuvonen, K.J., Korsman, K., Kouvo, O., Paavola, J.",1981,Europe,63.6,26.52,43.1,235.2,10.0,1881.0,1891.0,1886.0,5.0,1.8579143621998384
Vittinki,1950.0,1312,1731,Haukivesi Intrusives,"Neuvonen, K.J., Korsman, K., Kouvo, O., Paavola, J.",1981,Europe,62.1,28.4,49.0,225.4,3.4,1837.0,1840.0,1838.5,5.0,2.6820797745421885
Vittinki,1950.0,5739,2203,Keuruu Dykes,"Pesonen, L.J., Neuvonen, K.J.",1981,Europe,62.3,24.7,41.7,228.6,9.0,1830.0,1930.0,1880.0,3.0,1.0084647593048721
Vittinki,1950.0,5738,2203,Pielavesi Gabbro,"Pesonen, L.J., Neuvonen, K.J.",1981,Europe,63.6,27.6,35.9,238.2,3.8,1878.0,1906.0,1892.0,3.0,2.3066559326814637
Vittinki,1950.0,5737,2203,Akujarvi Quartz-Diorite,"Pesonen, L.J., Neuvonen, K.J.",1981,Europe,68.6,27.8,41.3,245.5,6.0,1900.0,1925.0,1912.5,3.0,6.149352241060809
Vittinki,1950.0,829,1520,Bo diorite,"Piper, J.D.A.",1980,Europe,58.5,15.6,59.0,188.0,7.5,1740.0,1880.0,1810.0,3.0,5.556107053244817
Vittinki,1950.0,810,1520,Sangis Gabbro,"Piper, J.D.A.",1980,Europe,65.8,23.5,8.0,230.0,17.9,1450.0,2230.0,1840.0,3.0,3.0152702651687604
Vittinki,1950.0,809,1520,Sangis Gabbro,"Piper, J.D.A.",1980,Europe,65.8,23.5,38.0,207.0,18.7,1450.0,2230.0,1840.0,3.0,3.0152702651687604
Vittinki,1950.0,5761,2208,Nordingra-Ornskoldsvik Dykes,"Fridh, B.",1979,Europe,62.4,18.4,67.0,223.0,6.7,1720.0,1980.0,1850.0,3.0,2.0635756425999885
Vittinki,1950.0,5743,2204,Menesjarvi Granulite,"Papunen, H., Idman, H., Ilvonen, E., Neuvonen, K.J., Pihlaja, P., Talvitie, J.",1977,Europe,68.8,26.4,33.8,232.2,7.9,1900.0,1925.0,1912.5,3.0,6.1762117376871
Vittinki,1950.0,5742,2204,Akujarvi Granulite,"Papunen, H., Idman, H., Ilvonen, E., Neuvonen, K.J., Pihlaja, P., Talvitie, J.",1977,Europe,68.6,27.8,26.1,272.1,,1900.0,1925.0,1912.5,3.0,6.149352241060809
Vittinki,1950.0,2418,711,Scourie Dykes,"Beckmann, G.E.J.",1976,Europe,58.3,-5.3,37.3,274.8,6.7,1750.0,1850.0,1800.0,3.0,14.394933181969279
Vittinki,1950.0,2356,762,Svecokarelian gabbros combined,"Neuvonen, K.J.",1974,Europe,62.7,24.6,45.5,241.1,7.2,1800.0,2000.0,1900.0,3.0,0.8301896981897477
Vittinki,1950.0,2857,250,Pohjanmaa-Ylivieska Gabbro Combined,"Pesonen,L.J., Stigzelius,E.",1972,Europe,64.1,24.5,38.6,239.8,10.9,1834.0,1934.0,1884.0,4.0,1.5056681159534182
Vittinki,1950.0,2856,250,Pohjanmaa Gabbros,"Pesonen,L.J., Stigzelius,E.",1972,Europe,64.1,24.6,37.9,239.1,13.4,1834.0,1934.0,1884.0,4.0,1.5286972183557093
Vittinki,1950.0,2855,250,Ylivieska Gabbro,"Pesonen,L.J., Stigzelius,E.",1972,Europe,64.0,24.3,43.3,242.4,6.8,1834.0,1934.0,1884.0,4.0,1.3750869396098928
Vittinki,1950.0,5608,2132,Shoksha Group,"Katseblin,P.L.",1968,Europe,61.5,35.5,54.2,240.3,3.5,1850.0,1950.0,1900.0,3.0,6.062928591592039
Vittinki,1950.0,5506,2132,Pedaselsk and Pukhta Groups,"Katseblin,P.L.",1968,Europe,61.5,34.0,44.0,231.0,5.0,1850.0,1950.0,1900.0,4.0,5.383654843965948
Cuyuna IF,2060.0,9496,3837,"Rabbi Creek, Powder River and South Path Dykes","Kilian, T.M., Bleeker, W., Chamberlain, K., Evans, D.A.D., Cousens, B.",2016,North America,43.9,-107.2,65.5,339.2,5.8,2152.0,2171.0,2161.5,7.0,9.71224626386878
Cuyuna IF,2060.0,9489,3833,Lac Espirit Dykes,"Buchan, K.L., Goutier, J., Hamilton, M.A.,Ernst, R.E., Matthews, W.",2007,North America,53.4,-77.0,61.2,166.2,3.5,2068.0,2070.0,2069.0,3.0,12.830049312402268
Cuyuna IF,2060.0,9213,3644,Biscotasing West Dykes,"Halls, H.C., Davis, D.W.",2004,North America,48.9,-85.0,17.3,224.6,9.0,2167.0,2173.0,2170.0,5.0,6.447798202690967
Cuyuna IF,2060.0,8994,3545,Wind River Range Quartz Diorite,"Harlan, S.S., Geissman, J.W., Premo, W.R.",2003,North America,42.45,-108.51,84.0,215.0,4.6,2162.0,2178.0,2170.0,4.0,11.163265846363783
Cuyuna IF,2060.0,8548,3342,Molson Dykes C1,"Halls, H.C., Heaman, L.M.",2000,North America,55.0,-97.5,53.0,180.0,6.2,2089.0,2093.0,2091.0,5.0,8.796858366569303
Cuyuna IF,2060.0,8429,3278,Clearwater Anorthosite,"Halls, H.C., Hanes, J.A.",1999,North America,57.1,-108.4,6.5,311.8,3.1,1910.0,1924.0,1917.0,5.0,13.826018524677558
Cuyuna IF,2060.0,8249,3174,"Coleman Member, Gowganda Formation","Williams, G.E., Schmidt, P.W.",1997,North America,47.0,-81.0,36.5,229.5,8.5,2100.0,2200.0,2150.0,5.0,8.842959667758405
Cuyuna IF,2060.0,8034,3061,Marathon (Fort Frances) Reverse Polarity Dykes,"Buchan, K.L., Halls, H.C., Mortensen, J.K.",1996,North America,49.0,-86.0,51.2,174.7,6.8,2072.0,2081.0,2076.5,6.0,5.866760607199157
Cuyuna IF,2060.0,8033,3061,Marathon Normal Polarity Dykes,"Buchan, K.L., Halls, H.C., Mortensen, J.K.",1996,North America,49.0,-86.0,42.7,195.8,6.3,2114.0,2135.0,2124.5,5.0,5.866760607199157
Cuyuna IF,2060.0,8391,3258,Molson C Dykes,"Zhai, Y., Halls, H.C., Bates,M.P.",1994,North America,55.0,-97.5,40.7,203.7,6.1,2120.0,2170.0,2145.0,6.0,8.796858366569303
Cuyuna IF,2060.0,7189,2771,Biscotasing Dykes,"Buchan, K.L., Mortensen, J.K., Card, K.D.",1993,North America,48.0,-79.0,27.8,223.3,4.5,2165.0,2168.0,2166.5,6.0,10.20822494933302
Cuyuna IF,2060.0,6451,2505,Groundhog River (Matachewan) Dykes,"Bates,M.P., Halls,H.C.",1991,North America,49.3,-82.0,53.3,255.5,12.3,1850.0,2050.0,1950.0,4.0,8.444194235088629
Cuyuna IF,2060.0,6444,2501,Kapuskasing Dykes,"Halls, H.C., Palmer, H.C.",1990,North America,47.0,-84.0,61.3,253.0,11.9,2029.0,2057.0,2043.0,6.0,6.797149967024704
Cuyuna IF,2060.0,6024,2314,Archean Gneiss and Anorthosites,"Symons, D.T.A., Vandall, T.A.",1990,North America,48.0,-83.0,-27.0,54.8,5.0,1870.0,2040.0,1955.0,5.0,7.542606880698173
Cuyuna IF,2060.0,5879,2244,Northeast Diabase Dyke,"Buchan, K.L., Card, C.D., Chandler, F.W.",1989,North America,47.8,-79.7,36.9,214.2,5.8,2000.0,2200.0,2100.0,5.0,9.730143148640005
Cuyuna IF,2060.0,1739,1918,Fort Frances Dykes,"Halls, H.C.",1986,North America,49.0,-94.0,-42.7,4.2,5.1,2072.0,2081.0,2076.5,4.0,2.5009033258026085
Cuyuna IF,2060.0,1740,1918,Fort Frances Dykes,"Halls, H.C.",1986,North America,49.0,-94.0,51.0,239.4,4.8,2072.0,2081.0,2076.5,4.0,2.5009033258026085
Cuyuna IF,2060.0,1741,1919,Mistassini dyke swarm,"Fahrig, W.F., Christie, K.W., Chown, E.H., Janes, D., Machado, N.",1986,North America,51.5,-73.5,50.0,280.0,5.5,2000.0,2200.0,2100.0,4.0,14.229398870704573
Cuyuna IF,2060.0,1701,1899,Sakami Formation,"Schwarz,E.J., Freda,G.N.",1983,North America,53.9,-73.5,2.0,249.0,6.0,1600.0,2500.0,2050.0,5.0,14.931572297584605
Cuyuna IF,2060.0,1708,1900,Wabigoon dyke,"Dunlop,D.J.",1983,North America,49.7,-92.9,45.0,238.5,2.0,2000.0,2300.0,2150.0,3.0,3.268860042942857
Cuyuna IF,2060.0,5859,2237,Adams Mine Iron Ores,"Symons, D.T.A., Quick, A.W., Stupavsky, M.",1981,North America,48.0,-79.9,7.1,271.9,3.7,2000.0,2200.0,2100.0,3.0,9.607031677111225
Cuyuna IF,2060.0,1274,1715,Superior Province dykes and baked contacts,"Schutts,D.L., Dunlop,D.J.",1981,North America,49.0,-80.5,41.0,230.0,8.0,2125.0,2175.0,2150.0,4.0,9.336073593249537
Cuyuna IF,2060.0,1271,1715,Kinojevis Group,"Schutts,D.L., Dunlop,D.J.",1981,North America,48.4,-80.5,54.0,241.0,9.0,2125.0,2175.0,2150.0,3.0,9.245731479599721
Cuyuna IF,2060.0,1639,1868,Nipissing Diabase,"Morris, W.A.",1981,North America,46.5,-81.1,23.9,82.7,11.0,2135.0,2195.0,2165.0,6.0,8.801278186829524
Cuyuna IF,2060.0,5856,2236,Moose Mountain Iron Ores,"Symons, D.T.A., Walley, D.A., Stupavsky, M.",1980,North America,46.9,-81.0,45.1,244.9,16.7,2100.0,2300.0,2200.0,3.0,8.846108688661328
Cuyuna IF,2060.0,2149,1064,"Superior Province Dykes Combined, West Directions","Irving, E., Naldrett, A.J.",1977,North America,48.0,-80.0,30.0,225.0,4.0,2125.0,2175.0,2150.0,6.0,9.540267541263622
Cuyuna IF,2060.0,2483,218,Nipissing Diabase Dykes,"Symons, D.T.A.",1971,North America,46.0,-83.0,35.5,228.7,14.0,1900.0,2100.0,2000.0,3.0,7.548028902333884
Cuyuna IF,2060.0,2983,696,Wind River Dykes,"Spall, H.",1971,North America,42.6,-108.8,43.0,239.0,11.0,1880.0,2060.0,1970.0,3.0,11.290486729889363
Cuyuna IF,2060.0,3071,649,Nipissing Diabase,"Symons, D.T.A.",1970,North America,47.4,-79.7,-19.0,272.1,5.4,2140.0,2215.0,2177.5,4.0,9.721462982145166
Cuyuna IF,2060.0,3466,312,"Superior Province Dykes, SW directions","Larochelle,A.",1966,North America,48.5,-78.5,-22.0,238.0,12.9,1600.0,2500.0,2050.0,3.0,10.575439709543193
Cuyuna IF,2060.0,3465,312,"Superior Province Dykes, N directions","Larochelle,A.",1966,North America,48.5,-78.5,24.0,107.0,,1600.0,2500.0,2050.0,3.0,10.575439709543193
Cuyuna IF,2060.0,3464,312,"Superior Province Dykes, West Directions","Larochelle,A.",1966,North America,48.5,-78.5,27.0,226.0,4.8,2125.0,2175.0,2150.0,5.0,10.575439709543193
Cuyuna IF,2060.0,3494,290,Marathon Dykes,"Fahrig, W.F., Gaucher, E.H., Larochelle, A.",1965,North America,49.0,-86.0,29.0,213.2,10.5,2107.0,2131.0,2119.0,3.0,5.866760607199157
Cuyuna IF,2060.0,3491,290,"Superior Province Dykes, West directions","Fahrig, W.F., Gaucher, E.H., Larochelle, A.",1965,North America,48.0,-78.5,32.3,228.2,6.8,2125.0,2175.0,2150.0,4.0,10.542425218566144
Cuyuna IF,2060.0,3488,342,Superior Province Dykes,"Strangway,D.W.",1964,North America,48.0,-79.0,17.0,228.0,12.0,2125.0,2175.0,2150.0,4.0,10.20822494933302
