deposit,type,age_Ma,country,tonnage_production,tonnage_reserves,tonnage_total_metal,n_analyses,MnO(%),Fe2O3 t,SiO2 (%),Al2O3 (%),CaO(%),MgO(%),K2O(%),Na2O(%),P2O5,TiO2 (%),LOI (%),As,Ba,Cd,Co,Cr,Cu,Mo,Nb,Ni,Pb,Rb,Sc,Sr,Th,U,V,Y,Zn,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,LaCN,CeCN,PrCN,NdCN,SmCN,EuCN,GdCN,TbCN,YbCN,Ce/Ce*,Eu/Eu*,LaN/YbN,Ce/Ce* @Alo,Eu/Eu* @Alo,LaN/YbN @Alo,% Ccarb,% Corg,δ13Ccarb pdb,δ13Ccarb pdb_1,δ13Corg,δ18Ocarb pdb,δ18Ocarb smow,δ18Ocarb pdb_1,δ18Ocarb smow_1,% Stotal,δ34S pyrite,δ34S barite,δ34S gypsum
En Kafala,volcanogenic,1.0,Afar,,,0.08,,55.386024,0.52052,2.5942516666666666,0.7717499999999999,2.4835828343313375,0.3053787878787879,0.44369565217391305,1.9231143975641585,0.106196,0.10115591397849462,0.0,,31200.0,,5.0,4.4,9.166666666666666,,,7.5,,,2.8333333333333335,,0.85,3.233333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falotta,volcanogenic,146.0,Switzerland,,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gangpur,sedimentary,3200.0,India,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gucheng,sedimentary,700.0,China,,,0.5,,24.274559999999997,3.5035000000000003,,,,,,,1.5954545454545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harlech Dome,sedimentary,520.0,United Kingdom,,,0.08,5,28.22,5.598000000000001,21.526,10.076,8.986,3.344,1.1575,0.6033333333333334,0.42500000000000004,0.13999999999999999,20.714000000000002,,1164.0522875816994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangkou,sedimentary,600.0,China,,1,0.16390000000000002,,21.175679999999996,4.718999999999999,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kampumba-Mansa-Chiwefwe,volcanogenic,1600.0,Zambia,0.5,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kato Nevrokopi,karst/other,,Greece,7,7,5.366666666666667,,61.1,1.47,,0.5,,,,,0.04,,,,2200.0,,,,1659.0,,,,9970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kisenge-Kamata-Kapolo,sedimentary,2201.0,DRC,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kisovece,sedimentary,28.0,Czechoslovakia,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Langban,volcanogenic,1800.0,Sweden,,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnitogorsk,volcanogenic,370.0,Russia,,,0.6,,45.15,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maliuba,sedimentary,600.0,China,,1,0.145,,18.7224,0.7865,,,,,,,4.659090909090908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marau,volcanogenic,2700.0,Brazil,,6,2.28,,,,4.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maripa,volcanogenic,2100.0,Suriname,,,2.2,,27.15954022988506,5.74,36.38,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthews Ridge,volcanogenic,2700.0,Guyana,3,10,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morro da Mina,sedimentary,2700.0,Brazil,,3,0.75,"Horen, A., 1953, The manganese mineralization at the Merid Mine, Minas Gerais, Brazil, Unpublished Ph.D. Thesis, Harvard University, 224 p. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagpur-Bhandara,sedimentary,910.0,India,,100,44,,,8.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Kanara,volcanogenic,2900.0,India,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,0.91,,,,,,,8.59,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oldakit,sedimentary,530.0,Russia,,10,1.03,,18.060000000000002,9.295,,,,,,,0.19465000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olympic Peninsula,volcanogenic,40.0,USA,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panch Mahals,sedimentary,2100.0,India,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perstentevskii,volcanogenic,370.0,Khazakstan,,115,31.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polunochnoe (Polunochnoye),sedimentary,60.0,Russia,,50,10.6,,27.367272727272727,7.007000000000001,,,,,,,0.4545454545454546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinquinhe,sedimentary,900.0,Angola,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravensthorpe,volcanogenic,2764.0,Australia,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sagan-Zaba,sedimentary,2700.0,Russia,,1,0.06,,8.6043,3.2889999999999997,7.8,1.25,,,,,0.229,,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soloviejo,volcanogenic,335.0,Spain,0.175,,0.06125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takhta-Karacha,sedimentary,421.0,Uzbekistan,,0.8,0.172,,20.64,22.8,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanncherfi-Narguechoum,volcanogenic,256.0,Morocco,0.15,,0.06899999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiere,sedimentary,2300.0,Burkina Fasso,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiharatine,karst/other,195.0,Morocco,0.13,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timna,karst/other,501.0,Israel,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uda River,volcanogenic,530.0,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultevis,volcanogenic,1500.0,Sweden,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulu-Telyak (Teliak),sedimentary,258.0,Russia,,9,0.9,,12.9,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urandi,sedimentary,3265.0,Brazil,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ushkatyn III,volcanogenic,370.0,Kazakhstan,,76.9,17.2256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinrong,karst/other,381.0,China,,0.1,0.05,,23.0,20.0,6.0,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derbent,volcanogenic,94.0,Turkey,,,,28,46.13011764705882,0.2837058823529412,36.76920588235294,0.4232058823529412,0.5376470588235294,0.11970588235294119,0.1174411764705882,0.03394117647058824,0.06744117647058824,0.016882352941176473,8.718529411764706,59.955882352941174,3095.6852941176467,,116.38499999999999,,147.4914705882353,45.105000000000004,0.20058823529411768,85.14764705882352,3.7997058823529413,2.225588235294118,,474.98823529411766,0.32470588235294123,4.024117647058824,131.8029411764706,4.673235294117648,65.93529411764706,6.16764705882353,3.3500000000000005,5.55,0.7950000000000002,3.1499999999999995,0.608,0.132,0.633,0.11000000000000001,0.6529999999999999,0.14200000000000002,0.43,0.073,0.483,0.083,9.12806539509537,5.799373040752351,5.802919708029198,4.430379746835443,2.6320346320346317,1.517241379310345,2.0686274509803924,1.8965517241379313,1.9475806451612903,0.7968349844344612,0.6502310993064899,4.686874157316049,0.617,0.7319,,,,,,,,,,,,,,
Eymir,volcanogenic,94.0,Turkey,,,,20,69.91,0.99,16.04,0.73,2.4,0.59,0.05,0.01,0.07,0.02,5.45,,2365.0,,104.0,,81.0,,,67.0,9.0,0.8,,116.0,0.57,2.09,,8.45,62.5,8.5,6.165,14.61,1.4184999999999999,5.9399999999999995,1.1679999999999997,0.27949999999999997,1.27,0.21000000000000002,1.215,0.2645,0.7780000000000001,0.11850000000000002,0.7445,0.11750000000000002,16.798365122615806,15.266457680250785,10.354014598540145,8.354430379746836,5.056277056277055,3.2126436781609193,4.150326797385621,3.620689655172414,3.0020161290322585,1.1575783171677514,0.7013034589579531,5.595694493497272,0.283,0.714,,,,,,,,,,,,,,
Katsuyama,volcanogenic,179.0,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuels River,sedimentary,517.0,Canada,,,1,5,27.0,7.669999999999999,23.516666666666666,9.196666666666667,,,,,3.21,,24.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipji - karstic?,sedimentary,230.0,Switzerland,,,,10,42.24,14.858888888888892,7.454444444444444,2.2066666666666666,9.610000000000001,2.707777777777778,,,1.3322222222222224,0.05777777777777778,18.711111111111112,,11814.0,,575.6666666666666,21.5,118.0,4.395555555555557,1.481111111111111,1400.6666666666667,20.45555555555556,,,,,,493.1111111111111,11.017777777777777,558.3333333333334,20.555555555555557,6.545555555555556,6.572222222222223,1.0744444444444445,4.267777777777778,0.8277777777777777,,0.9099999999999999,0.1311111111111111,0.8800000000000001,0.19111111111111112,0.5522222222222223,0.08511111111111111,0.5455555555555556,0.08555555555555555,17.835301241295795,6.867525833043074,7.842660178426602,6.002500390686045,3.5834535834535837,,2.973856209150327,2.2605363984674325,2.1998207885304657,0.656362031792998,0.821044389470728,10.369322067743454,0.656362031792998,,,,,,,,,,,,,,,
Vittinki,volcanogenic,1950.0,Finland,,,0.01,6,34.699999999999996,10.617333333333335,45.96666666666666,0.03333333333333333,3.22,2.5566666666666666,0.001,0.01933333333333333,0.25333333333333335,0.016666666666666666,1.047,,78.33333333333333,,14.666666666666666,,,,,3.4,,,,,,,,,39.0,,1.4533333333333334,1.5366666666666664,0.21999999999999997,1.0133333333333334,0.21666666666666667,0.09666666666666668,0.47333333333333333,0.08333333333333333,0.8633333333333333,0.25333333333333335,0.94,0.1366666666666667,0.93,0.0,3.960036330608538,1.6057122953674678,1.6058394160583942,1.425222691045476,0.937950937950938,1.1111111111111114,1.5468409586056644,1.4367816091954022,3.75,0.6367472689340921,0.9224537441388809,0.4288409138545379,0.75,3.05,0.4288409138545379,,,,,,,,,,,,,
Eregli-Ordu,volcanogenic,,Turkey,,,,,,,,,,,,,,,,,5300.0,,25.0,,87.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuyuna IF,sedimentary,2060.0,USA,106,130,25,13,42.80769230769231,19.16153846153846,22.654615384615383,0.9169230769230771,,,,,0.35461538461538467,0.044915384615384614,0.7546153846153842,,8670.846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigerian IF,sedimentary,2300.0,Nigeria,,,,27,20.833333333333332,18.560200000000002,44.5,10.216666666666669,,,,,0.12833333333333333,0.47,2.1416666666666666,,111.83333333333333,,59.0,72.5,,,12.166666666666666,93.5,,,,,,,61.666666666666664,43.166666666666664,67.33333333333333,118.0,50.83939393939394,62.36878787878788,12.121818181818183,48.800000000000004,9.726060606060607,2.3712121212121215,9.795757575757575,1.6924242424242422,10.064848484848486,2.2606060606060603,6.404242424242423,0.895151515151515,5.294848484848485,0.813939393939394,138.52695896292627,65.17114720876476,88.48042468480425,68.63572433192687,42.10415846779483,27.255311738070365,32.01227965933848,29.179728317659347,21.35019550342131,0.5886601225606611,0.7423869974495096,6.488322738811815,,,,,,,,,,,,,,,,
